side,claim,gtin,gtin_group_size,gtin_group_brands,claim_share_in_group,gtin_check_independent,title_corroborates,title_check_independent,corpus_support,generic_token_fraction,is_generic_category_word,status,role,sku_id
target,Bebivita,4018852022084,2,Bebivitax2,1.0,False,True,False,65,0.0005864038088323583,False,derived_only_not_independently_checkable,target,841750186
source,Clive's Fruit Farm,,0,,0.0,True,False,True,15,0.00020942993172584225,False,unverified_no_independent_evidence,source,159214059
target,Marcel,3700749300108,3,Marcelx3,1.0,False,True,False,129,0.0011169596358711587,False,derived_only_not_independently_checkable,target,159214059
source,Aloha Maid,,0,,0.0,True,True,True,32,0.000460745849796853,False,confirmed_by_title_only,source,613535064
target,Aloha Maid,835143015006,1,Aloha Maidx1,1.0,False,True,False,32,0.000460745849796853,False,derived_only_not_independently_checkable,target,613535064
source,Mautner Markhof,,0,,0.0,True,False,True,48,0.0003909358725549055,False,unverified_no_independent_evidence,source,953060460
target,Brookes,656382219808,1,Brookesx1,1.0,False,True,False,2,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,953060460
source,Adrenaline Shoc,810014530048,7,Adrenaline Shocx5; A SHOCx2,0.7142857142857143,True,False,True,121,0.0015777054856680117,False,confirmed_by_co_listings,source,173671805
target,Adrenaline Shoc,810014530031,8,Adrenaline Shocx7; A SHOCx1,0.875,False,True,False,121,0.0015777054856680117,False,derived_only_not_independently_checkable,target,173671805
source,QNT,,0,,0.0,True,True,True,62,0.0007120617678678636,False,confirmed_by_title_only,source,702295022
target,QNT,5404017402744,3,QNTx3,1.0,False,True,False,62,0.0007120617678678636,False,derived_only_not_independently_checkable,target,702295022
source,Obsthof Retter,,0,,0.0,True,False,True,36,5.5847981793557934e-05,False,unverified_no_independent_evidence,source,78823228
target,Smart Juice,894357002004,7,Smart Juicex7,1.0,False,True,False,88,0.0028482470714714546,False,derived_only_not_independently_checkable,target,78823228
source,Bubbl'r,28435399780,4,Bubbl'rx4,1.0,True,True,True,123,0.0015218575038744538,False,confirmed_by_co_listings,source,508721166
target,Aura Bora,850026937039,1,Aura Borax1,1.0,False,True,False,46,0.000432821858900074,False,derived_only_not_independently_checkable,target,508721166
source,Soleil,,0,,0.0,True,True,True,45,0.0006282897951775268,False,confirmed_by_title_only,source,565234106
target,Nixie,3804078275394,1,Nixiex1,1.0,False,True,False,78,0.000921491699593706,False,derived_only_not_independently_checkable,target,565234106
source,Garant,7340083466076,3,Garantx3,1.0,True,False,True,191,0.0,False,confirmed_by_co_listings,source,118049674
target,So Natural,5603493002886,1,So Naturalx1,1.0,False,True,False,93,0.0015777054856680117,False,derived_only_not_independently_checkable,target,118049674
source,Alkaline88,853158004242,3,Alkaline88x3,1.0,True,True,True,100,0.0011588456222163272,False,confirmed_by_co_listings,source,292408091
target,Alkaline88,853158004235,3,Alkaline88x3,1.0,False,True,False,100,0.0011588456222163272,False,derived_only_not_independently_checkable,target,292408091
source,The Juice Company,4088600552538,1,The Juice Companyx1,1.0,True,True,True,40,0.0023037292489842646,False,confirmed_by_co_listings,source,779986442
target,The Juice Company,4088600552538,1,The Juice Companyx1,1.0,False,True,False,40,0.0023037292489842646,False,derived_only_not_independently_checkable,target,779986442
source,Cidou,,0,,0.0,True,True,True,62,0.0005864038088323583,False,confirmed_by_title_only,source,302639039
target,Çamlica,8690504519164,1,Çamlicax1,1.0,False,False,False,92,0.0012286555994582746,False,derived_only_not_independently_checkable,target,302639039
source,Farm Boy,,0,,0.0,True,True,True,143,0.0020105273445680857,False,confirmed_by_title_only,source,841257481
target,Rieme,3292481350010,3,Riemex3,1.0,False,True,False,18,4.1885986345168454e-05,False,derived_only_not_independently_checkable,target,841257481
source,ebe,5201156054557,2,ebex2,1.0,True,False,True,52,0.0,False,confirmed_by_co_listings,source,524237330
target,ebe,5201156173296,2,ebex2,1.0,False,True,False,52,0.0,False,derived_only_not_independently_checkable,target,524237330
source,Coldpress,5060268001251,2,Coldpressx2,1.0,True,True,True,48,0.0006003658042807479,False,confirmed_by_co_listings,source,713423372
target,Coldpress,5060268001251,2,Coldpressx2,1.0,False,True,False,48,0.0006003658042807479,False,derived_only_not_independently_checkable,target,713423372
source,Prosain,,0,,0.0,True,True,True,34,0.00013961995448389484,False,confirmed_by_title_only,source,688085456
target,Prosain,3335880007823,3,Prosainx3,1.0,False,True,False,34,0.00013961995448389484,False,derived_only_not_independently_checkable,target,688085456
source,Vi Drate,617285924831,1,Vi Dratex1,1.0,True,True,True,18,0.00022339192717423174,False,confirmed_by_co_listings,source,872371973
target,Vi Drate,617285924831,1,Vi Dratex1,1.0,False,True,False,18,0.00022339192717423174,False,derived_only_not_independently_checkable,target,872371973
source,Natur pur,,0,,0.0,True,True,True,2,0.0007539477542130321,False,confirmed_by_title_only,source,229516012
target,Monoprix,3350033594142,1,Monoprixx1,1.0,False,True,False,144,0.0017452494310486854,False,derived_only_not_independently_checkable,target,229516012
source,Big 8,,0,,0.0,True,True,True,104,0.004928584393281488,False,confirmed_by_title_only,source,726242335
target,Peapod,688267098116,2,Peapodx2,1.0,False,True,False,180,0.002359577230777823,False,derived_only_not_independently_checkable,target,726242335
source,Mezzo Mix,,0,,0.0,True,False,True,63,0.0008237577314549795,False,unverified_no_independent_evidence,source,47925302
target,The Juice Company,4088600388816,1,The Juice Companyx1,1.0,False,True,False,40,0.0023037292489842646,False,derived_only_not_independently_checkable,target,47925302
source,Proud Source,,0,,0.0,True,True,True,144,0.0012565795903550535,False,confirmed_by_title_only,source,658702369
target,Open Water,761774124537,1,Open Waterx1,1.0,False,True,False,28,0.0017033634447035171,False,derived_only_not_independently_checkable,target,658702369
source,BOB,7310090167532,6,BOBx6,1.0,True,False,True,85,0.0003909358725549055,False,confirmed_by_co_listings,source,55611218
target,Prosain,3335880007717,1,Prosainx1,1.0,False,True,False,34,0.00013961995448389484,False,derived_only_not_independently_checkable,target,55611218
source,Thonon,3468570221602,5,Thononx5,1.0,True,False,True,24,5.5847981793557934e-05,False,confirmed_by_co_listings,source,58081170
target,Mondariz,8412042502312,2,Mondarizx2,1.0,False,True,False,40,0.0005584798179355794,False,derived_only_not_independently_checkable,target,58081170
source,Barsmith,,0,,0.0,True,False,True,57,0.0006282897951775268,False,unverified_no_independent_evidence,source,849326971
target,Frostie,793674820462,3,Frostiex3,1.0,False,True,False,129,0.0017871354173938539,False,derived_only_not_independently_checkable,target,849326971
source,Wellsley Farms,,0,,0.0,True,False,True,34,0.0003211258953129581,False,unverified_no_independent_evidence,source,868857790
target,Zephyrhills,685987084795,2,Zephyrhillsx2,1.0,False,True,False,111,0.0015078955084260643,False,derived_only_not_independently_checkable,target,868857790
source,Zing Zang,,0,,0.0,True,True,True,56,0.0007260237633162532,False,confirmed_by_title_only,source,16317724
target,Zing Zang,616003790116,5,Zing Zangx5,1.0,False,True,False,56,0.0007260237633162532,False,derived_only_not_independently_checkable,target,16317724
source,Sade Organik,,0,,0.0,True,False,True,73,0.0,False,unverified_no_independent_evidence,source,380663756
target,Moloko,4051454000357,2,Molokox2,1.0,False,True,False,16,0.00020942993172584225,False,derived_only_not_independently_checkable,target,380663756
source,Meneau,,0,,0.0,True,False,True,181,0.00015358194993228433,False,unverified_no_independent_evidence,source,412602413
target,Protein2O,858379004279,2,Protein2Ox2,1.0,False,True,False,32,0.0004188598634516845,False,derived_only_not_independently_checkable,target,412602413
source,Zafer,,0,,0.0,True,False,True,31,0.0,False,unverified_no_independent_evidence,source,330203227
target,Çamlica,8690504526391,2,Çamlicax2,1.0,False,False,False,92,0.0012286555994582746,False,derived_only_not_independently_checkable,target,330203227
source,Edeka,4311501346587,2,Edekax2,1.0,True,True,True,105,0.0014241235357357273,False,confirmed_by_co_listings,source,122019798
target,Eco+,8426633001405,4,Eco+x3; INT-SALIMx1,0.75,False,True,False,43,0.005263672284042836,False,derived_only_not_independently_checkable,target,122019798
source,Venom,78000023749,4,Venomx4,1.0,True,True,True,58,0.0011309216313195483,False,confirmed_by_co_listings,source,8595669
target,NOS,815154020008,11,NOSx11,1.0,False,True,False,169,0.00216410929450037,False,derived_only_not_independently_checkable,target,8595669
source,4Bro,,0,,0.0,True,True,True,86,0.0007120617678678636,False,confirmed_by_title_only,source,750968944
target,4Bro,4260667060083,4,4Brox4,1.0,False,True,False,86,0.0007120617678678636,False,derived_only_not_independently_checkable,target,750968944
source,Coldpress,,0,,0.0,True,True,True,48,0.0006003658042807479,False,confirmed_by_title_only,source,16675307
target,Coldpress,5060268001114,1,Coldpressx1,1.0,False,True,False,48,0.0006003658042807479,False,derived_only_not_independently_checkable,target,16675307
source,River,,0,,0.0,True,False,True,68,0.0018010974128422434,False,unverified_no_independent_evidence,source,1043535946
target,Kiviks Musteri,7314720732459,6,Kiviks Musterix6,1.0,False,True,False,261,0.0,False,derived_only_not_independently_checkable,target,1043535946
source,Içim,,0,,0.0,True,False,True,48,0.00011169596358711587,False,unverified_no_independent_evidence,source,427040119
target,Just Water,850031418066,1,Just Waterx1,1.0,False,True,False,82,0.0023875012216746016,False,derived_only_not_independently_checkable,target,427040119
source,Moulin de Valdonne,,0,,0.0,True,False,True,172,4.1885986345168454e-05,False,unverified_no_independent_evidence,source,384958838
target,Moulin de Valdonne,3272030030235,3,Moulin de Valdonnex3,1.0,False,True,False,172,4.1885986345168454e-05,False,derived_only_not_independently_checkable,target,384958838
source,Clive's Fruit Farm,,0,,0.0,True,False,True,15,0.00020942993172584225,False,unverified_no_independent_evidence,source,91081980
target,Actiph,5060477670057,2,Actiphx2,1.0,False,True,False,57,0.0007679097496614216,False,derived_only_not_independently_checkable,target,91081980
source,Içim,,0,,0.0,True,False,True,48,0.00011169596358711587,False,unverified_no_independent_evidence,source,125509776
target,Jardin Bio,3289196040565,2,Jardin Biox2,1.0,False,True,False,179,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,125509776
source,Ekolo,,0,,0.0,True,True,True,140,0.0014660095220808958,False,confirmed_by_title_only,source,762531972
target,Ekolo,8437010011023,3,Ekolox3,1.0,False,True,False,140,0.0014660095220808958,False,derived_only_not_independently_checkable,target,762531972
source,Nooma,,0,,0.0,True,True,True,25,0.0003490498862097371,False,confirmed_by_title_only,source,100362630
target,Nooma,720887069616,1,Noomax1,1.0,False,True,False,25,0.0003490498862097371,False,derived_only_not_independently_checkable,target,100362630
source,Beebad,,0,,0.0,True,True,True,30,0.00037697387710651606,False,confirmed_by_title_only,source,668501249
target,Beebad,8056326430139,2,Beebadx2,1.0,False,True,False,30,0.00037697387710651606,False,derived_only_not_independently_checkable,target,668501249
source,Everfresh,,0,,0.0,True,True,True,33,0.00047470784524524244,False,confirmed_by_title_only,source,355972020
target,Berri,607353953511,1,Berrix1,1.0,False,True,False,25,0.00030716389986456866,False,derived_only_not_independently_checkable,target,355972020
source,Sir Up,,0,,0.0,True,False,True,51,1.3961995448389483e-05,False,unverified_no_independent_evidence,source,96743354
target,Paquito,3250390001522,1,Paquitox1,1.0,False,True,False,11,0.0,False,derived_only_not_independently_checkable,target,96743354
source,Garant,7340083480263,3,Garantx3,1.0,True,False,True,191,0.0,False,confirmed_by_co_listings,source,442913051
target,Garant,7340083480263,3,Garantx3,1.0,False,True,False,191,0.0,False,derived_only_not_independently_checkable,target,442913051
source,Jumbo,,0,,0.0,True,True,True,15,0.0003211258953129581,False,confirmed_by_title_only,source,54290452
target,Fruit2O,278161195419,1,Fruit2Ox1,1.0,False,True,False,72,0.000460745849796853,False,derived_only_not_independently_checkable,target,54290452
source,Proviant,,0,,0.0,True,False,True,47,0.0,False,unverified_no_independent_evidence,source,116229417
target,La Casera,8410283363891,1,La Caserax1,1.0,False,True,False,130,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,116229417
source,North Coast,,0,,0.0,True,True,True,48,0.0006841377769710847,False,confirmed_by_title_only,source,445083413
target,Central Market,995561352890,1,Central Marketx1,1.0,False,True,False,17,0.00020942993172584225,False,derived_only_not_independently_checkable,target,445083413
source,Naya,,0,,0.0,True,True,True,45,0.0005026318361420214,False,confirmed_by_title_only,source,465685050
target,Hella,4102380025683,1,Hellax1,1.0,False,True,False,80,0.0010890356449743798,False,derived_only_not_independently_checkable,target,465685050
source,Bossen,,0,,0.0,True,False,True,32,0.00037697387710651606,False,unverified_no_independent_evidence,source,344795396
target,Bossen,754262746731,1,Bossenx1,1.0,False,True,False,32,0.00037697387710651606,False,derived_only_not_independently_checkable,target,344795396
source,Aspire,,0,,0.0,True,True,True,136,0.0016335534674615697,False,confirmed_by_title_only,source,318287896
target,Goat Fuel,850010701264,2,Goat Fuelx2,1.0,False,True,False,46,0.00023735392262262122,False,derived_only_not_independently_checkable,target,318287896
source,Yedigun,8690574991358,2,Yedigunx2,1.0,True,False,True,86,6.980997724194742e-05,False,confirmed_by_co_listings,source,76884982
target,Yedigun,8690574002115,1,Yedigunx1,1.0,False,True,False,86,6.980997724194742e-05,False,derived_only_not_independently_checkable,target,76884982
source,Isostar,,0,,0.0,True,True,True,99,0.0010052636722840428,False,confirmed_by_title_only,source,364925563
target,Mr. Fitzpatrick's,5060407070681,2,Mr. Fitzpatrick'sx2,1.0,False,True,False,34,0.00037697387710651606,False,derived_only_not_independently_checkable,target,364925563
source,Basic Ayurveda,,0,,0.0,True,True,True,10,0.00016754394538067381,False,confirmed_by_title_only,source,394640053
target,Cosmoveda,4032108138824,2,Cosmovedax2,1.0,False,True,False,89,0.0005724418133839688,False,derived_only_not_independently_checkable,target,394640053
source,President's Choice,,0,,0.0,True,False,True,259,0.0012565795903550535,False,unverified_no_independent_evidence,source,374854268
target,Peapod,688267000980,2,Peapodx2,1.0,False,True,False,180,0.002359577230777823,False,derived_only_not_independently_checkable,target,374854268
source,Damla,,0,,0.0,True,False,True,41,0.0,False,unverified_no_independent_evidence,source,909276206
target,BIKOS,5201946910339,2,BIKOSx2,1.0,False,True,False,95,0.0,False,derived_only_not_independently_checkable,target,909276206
source,Ethiquable,3760278861259,2,Ethiquablex2,1.0,True,False,True,124,0.0,False,confirmed_by_co_listings,source,463848622
target,Fruity King,8714862616010,2,Fruity Kingx2,1.0,False,True,False,95,0.0016195914720131801,False,derived_only_not_independently_checkable,target,463848622
source,Sun-Rype,,0,,0.0,True,True,True,149,0.0014939335129776747,False,confirmed_by_title_only,source,841441993
target,Lerum,7070841003211,2,Lerumx2,1.0,False,True,False,49,0.000432821858900074,False,derived_only_not_independently_checkable,target,841441993
source,Yedigun,8690574820313,3,Yedigunx3,1.0,True,False,True,86,6.980997724194742e-05,False,confirmed_by_co_listings,source,407565077
target,Rieme,3292482260028,1,Riemex1,1.0,False,True,False,18,4.1885986345168454e-05,False,derived_only_not_independently_checkable,target,407565077
source,ESN,,0,,0.0,True,True,True,82,0.000837719726903369,False,confirmed_by_title_only,source,302004862
target,ESN,4260631760902,3,ESNx3,1.0,False,True,False,82,0.000837719726903369,False,derived_only_not_independently_checkable,target,302004862
source,Meneau,3274490970212,3,Meneaux3,1.0,True,False,True,181,0.00015358194993228433,False,confirmed_by_co_listings,source,959300328
target,Meneau,3274490972360,1,Meneaux1,1.0,False,True,False,181,0.00015358194993228433,False,derived_only_not_independently_checkable,target,959300328
source,Thirsty Planet,,0,,0.0,True,True,True,138,0.0025410831716068862,False,confirmed_by_title_only,source,159275338
target,Trocadero,7310403034551,2,Trocaderox2,1.0,False,True,False,135,0.0014799715175292853,False,derived_only_not_independently_checkable,target,159275338
source,Ethiquable,,0,,0.0,True,False,True,124,0.0,False,unverified_no_independent_evidence,source,914834084
target,Rå,7034280001962,2,Råx2,1.0,False,False,False,22,0.00013961995448389484,False,derived_only_not_independently_checkable,target,914834084
source,Puhdistamo,6430039223615,5,Puhdistamox5,1.0,True,False,True,123,2.7923990896778967e-05,False,confirmed_by_co_listings,source,732669269
target,Clean Drink,7350089431114,4,Clean Drinkx4,1.0,False,True,False,101,0.003937282716445834,False,derived_only_not_independently_checkable,target,732669269
source,President's Choice,,0,,0.0,True,False,True,259,0.0012565795903550535,False,unverified_no_independent_evidence,source,67377898
target,Hildon,5017160000028,1,Hildonx1,1.0,False,True,False,43,0.0006003658042807479,False,derived_only_not_independently_checkable,target,67377898
source,R Whites,,0,,0.0,True,True,True,65,0.0008097957360065901,False,confirmed_by_title_only,source,18614793
target,Tuborg,5201309705145,1,Tuborgx1,1.0,False,True,False,61,0.0006980997724194742,False,derived_only_not_independently_checkable,target,18614793
source,Mehustamo,7340191106574,2,Mehustamox2,1.0,True,False,True,58,0.0,False,confirmed_by_co_listings,source,524036039
target,Mehustamo,7340191171060,2,Mehustamox2,1.0,False,True,False,58,0.0,False,derived_only_not_independently_checkable,target,524036039
source,El Corte Inglés,,0,,0.0,True,False,True,205,0.0008796057132485375,False,unverified_no_independent_evidence,source,195773055
target,Kiviks Musteri,7314720716558,2,Kiviks Musterix2,1.0,False,True,False,261,0.0,False,derived_only_not_independently_checkable,target,195773055
source,Viveau,,0,,0.0,True,True,True,25,0.0002792399089677897,False,confirmed_by_title_only,source,841736656
target,Viveau,627987101393,1,Viveaux1,1.0,False,True,False,25,0.0002792399089677897,False,derived_only_not_independently_checkable,target,841736656
source,McCafé,49000075304,10,McCaféx10,1.0,True,True,True,39,6.980997724194742e-05,False,confirmed_by_co_listings,source,112585917
target,Peet's Coffee,785357022867,3,Peet's Coffeex3,1.0,False,True,False,70,0.0007539477542130321,False,derived_only_not_independently_checkable,target,112585917
source,Günbak,,0,,0.0,True,False,True,144,5.5847981793557934e-05,False,unverified_no_independent_evidence,source,909069030
target,Sun Quench,4088600399287,1,Sun Quenchx1,1.0,False,True,False,30,0.00023735392262262122,False,derived_only_not_independently_checkable,target,909069030
source,Stift,,0,,0.0,True,False,True,26,0.0,False,unverified_no_independent_evidence,source,78888962
target,Vers Sap,8718989925826,1,Vers Sapx1,1.0,False,True,False,45,0.0,False,derived_only_not_independently_checkable,target,78888962
source,Waldquelle,9001521001867,2,Waldquellex2,1.0,True,False,True,35,0.0,False,confirmed_by_co_listings,source,53419243
target,Waldquelle,4015016002067,1,Waldquellex1,1.0,False,True,False,35,0.0,False,derived_only_not_independently_checkable,target,53419243
source,Christinen,,0,,0.0,True,False,True,34,0.00044678385434846347,False,unverified_no_independent_evidence,source,47926787
target,Premier,7611612513920,2,Premierx2,1.0,False,True,False,343,0.0005165938315904109,False,derived_only_not_independently_checkable,target,47926787
source,Fritz- Spritz,,0,,0.0,True,False,True,11,0.0003211258953129581,False,unverified_no_independent_evidence,source,47999149
target,Bio Gourmet,4039057416539,1,Bio Gourmetx1,1.0,False,True,False,27,0.0010471496586292113,False,derived_only_not_independently_checkable,target,47999149
source,4Bro,4260667060083,4,4Brox4,1.0,True,True,True,86,0.0007120617678678636,False,confirmed_by_co_listings,source,444751585
target,Get More,5060338920017,4,Get Morex4,1.0,False,True,False,94,0.0012286555994582746,False,derived_only_not_independently_checkable,target,444751585
source,Christinen,,0,,0.0,True,True,True,34,0.00044678385434846347,False,confirmed_by_title_only,source,79949320
target,Alkaline88,853158004075,1,Alkaline88x1,1.0,False,True,False,100,0.0011588456222163272,False,derived_only_not_independently_checkable,target,79949320
source,Beetology,,0,,0.0,True,True,True,13,0.00016754394538067381,False,confirmed_by_title_only,source,71095805
target,Bleichhof,4260447590595,1,Bleichhofx1,1.0,False,True,False,62,0.0007120617678678636,False,derived_only_not_independently_checkable,target,71095805
source,4Bro,,0,,0.0,True,True,True,86,0.0007120617678678636,False,confirmed_by_title_only,source,747894136
target,Oasis,3124480190994,2,Oasisx2,1.0,False,True,False,36,0.0008516817223517586,False,derived_only_not_independently_checkable,target,747894136
source,Clearly Canadian,,0,,0.0,True,True,True,220,0.0026946651215391704,False,confirmed_by_title_only,source,432690638
target,Clearly Canadian,6220171966071,1,Clearly Canadianx1,1.0,False,True,False,220,0.0026946651215391704,False,derived_only_not_independently_checkable,target,432690638
source,Vitalhaus,,0,,0.0,True,False,True,134,0.00012565795903550535,False,unverified_no_independent_evidence,source,371058801
target,Vitalhaus,4041685002572,1,Vitalhausx1,1.0,False,True,False,134,0.00012565795903550535,False,derived_only_not_independently_checkable,target,371058801
source,Rougemont,,0,,0.0,True,False,True,41,0.00044678385434846347,False,unverified_no_independent_evidence,source,67563848
target,Bravo,7310867561013,6,Bravox6,1.0,False,True,False,137,0.0006980997724194742,False,derived_only_not_independently_checkable,target,67563848
source,Starry,,0,,0.0,True,True,True,221,0.0023875012216746016,False,confirmed_by_title_only,source,783880263
target,Jocko,810076291109,2,Jockox2,1.0,False,True,False,57,0.0007958337405582006,False,derived_only_not_independently_checkable,target,783880263
source,Dragonball Z,,0,,0.0,True,True,True,13,5.5847981793557934e-05,False,confirmed_by_title_only,source,909429100
target,Rowdy Energy,850014705718,2,Rowdy Energyx2,1.0,False,True,False,71,0.0011588456222163272,False,derived_only_not_independently_checkable,target,909429100
source,Oze,,0,,0.0,True,True,True,222,0.00242938720801977,False,confirmed_by_title_only,source,207503276
target,Oze,8681349009910,1,Ozex1,1.0,False,True,False,222,0.00242938720801977,False,derived_only_not_independently_checkable,target,207503276
source,QNT,5425002406950,5,QNTx5,1.0,True,True,True,62,0.0007120617678678636,False,confirmed_by_co_listings,source,131906984
target,Rheinfels Quelle,4101130061889,1,Rheinfels Quellex1,1.0,False,True,False,51,0.0,False,derived_only_not_independently_checkable,target,131906984
source,Sunita,,0,,0.0,True,False,True,147,0.0016614774583583486,False,unverified_no_independent_evidence,source,957830195
target,Paradise,799793026969,1,Paradisex1,1.0,False,True,False,9,0.0007679097496614216,False,derived_only_not_independently_checkable,target,957830195
source,Amy & Brian,,0,,0.0,True,False,True,126,0.0012565795903550535,False,unverified_no_independent_evidence,source,849780836
target,Amy & Brian,721332820080,3,Amy & Brianx3,1.0,False,True,False,126,0.0012565795903550535,False,derived_only_not_independently_checkable,target,849780836
source,Ozarka,22592777719,2,Ozarkax2,1.0,True,True,True,196,0.0025550451670552756,False,confirmed_by_co_listings,source,20411934
target,Villi,6416884206461,2,Villix2,1.0,False,True,False,60,0.0,False,derived_only_not_independently_checkable,target,20411934
source,Kas,,0,,0.0,True,True,True,127,0.0018988313809809698,False,confirmed_by_title_only,source,53926692
target,Kas,8410494303112,1,Kasx1,1.0,False,True,False,127,0.0018988313809809698,False,derived_only_not_independently_checkable,target,53926692
source,Kiju,,0,,0.0,True,True,True,90,0.0012286555994582746,False,confirmed_by_title_only,source,179763870
target,Cock N Bull,810158581234,2,Cock N Bullx2,1.0,False,True,False,142,0.0019826033536713065,False,derived_only_not_independently_checkable,target,179763870
source,Mont Roucous,3257971080648,5,Mont Roucousx5,1.0,True,False,True,63,0.0006422517906259162,False,confirmed_by_co_listings,source,517371316
target,Mont,8024884248299,3,Montx3,1.0,False,True,False,50,0.0011169596358711587,False,derived_only_not_independently_checkable,target,517371316
source,Jardin Bio,,0,,0.0,True,False,True,179,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,96647181
target,Delhaize,5400119579650,1,Delhaizex1,1.0,False,True,False,41,0.0,False,derived_only_not_independently_checkable,target,96647181
source,Mahbuba,,0,,0.0,True,False,True,133,0.0,False,unverified_no_independent_evidence,source,289925780
target,Frutti,8690723581201,1,Fruttix1,1.0,False,True,False,33,0.0007958337405582006,False,derived_only_not_independently_checkable,target,289925780
source,Aloha Maid,,0,,0.0,True,True,True,32,0.000460745849796853,False,confirmed_by_title_only,source,353289244
target,De Mi Pais,896211003813,1,De Mi Paisx1,1.0,False,True,False,23,0.0002513159180710107,False,derived_only_not_independently_checkable,target,353289244
source,Everfresh,,0,,0.0,True,True,True,33,0.00047470784524524244,False,confirmed_by_title_only,source,362962886
target,Xyience,352154300780,1,Xyiencex1,1.0,False,True,False,88,0.0010890356449743798,False,derived_only_not_independently_checkable,target,362962886
source,Green's,,0,,0.0,True,False,True,6,0.02085922119989389,True,generic_category_word,source,907683998
target,Moulin de Valdonne,3272030001235,4,Moulin de Valdonnex4,1.0,False,True,False,172,4.1885986345168454e-05,False,derived_only_not_independently_checkable,target,907683998
source,Produits U,,0,,0.0,True,False,True,33,0.0,False,unverified_no_independent_evidence,source,57538305
target,Fruity King,4006220023191,3,Fruity Kingx3,1.0,False,True,False,95,0.0016195914720131801,False,derived_only_not_independently_checkable,target,57538305
source,Cabreiroa,,0,,0.0,True,True,True,67,0.0009354536950420954,False,confirmed_by_title_only,source,75317993
target,Cabreiroa,8411902002207,1,Cabreiroax1,1.0,False,True,False,67,0.0009354536950420954,False,derived_only_not_independently_checkable,target,75317993
source,Bezoya,,0,,0.0,True,True,True,76,0.0010192256677324324,False,confirmed_by_title_only,source,465098047
target,Mont Roucous,3257971080617,3,Mont Roucousx3,1.0,False,True,False,63,0.0006422517906259162,False,derived_only_not_independently_checkable,target,465098047
source,House of broughton,,0,,0.0,True,True,True,37,0.0005165938315904109,False,confirmed_by_title_only,source,15792258
target,House of broughton,5029396000710,1,House of broughtonx1,1.0,False,True,False,37,0.0005165938315904109,False,derived_only_not_independently_checkable,target,15792258
source,Jeden Tag,,0,,0.0,True,False,True,26,0.0,False,unverified_no_independent_evidence,source,995887561
target,Valio,6411200001287,2,Valiox2,1.0,False,True,False,275,0.00012565795903550535,False,derived_only_not_independently_checkable,target,995887561
source,Lambda,,0,,0.0,True,True,True,34,0.00047470784524524244,False,confirmed_by_title_only,source,431969071
target,Cidou,3760225491775,1,Cidoux1,1.0,False,True,False,62,0.0005864038088323583,False,derived_only_not_independently_checkable,target,431969071
source,Doganay,,0,,0.0,True,True,True,163,0.0010192256677324324,False,confirmed_by_title_only,source,872633196
target,Doganay,8693354007041,1,Doganayx1,1.0,False,True,False,163,0.0010192256677324324,False,derived_only_not_independently_checkable,target,872633196
source,Saka,,0,,0.0,True,False,True,62,0.00033508789076134763,False,unverified_no_independent_evidence,source,145778438
target,Babylove,4066447762983,1,Babylovex1,1.0,False,True,False,6,0.0,False,derived_only_not_independently_checkable,target,145778438
source,Aksu Vital,,0,,0.0,True,True,True,171,0.00022339192717423174,False,confirmed_by_title_only,source,267426017
target,Aksu Vital,8690088018923,4,Aksu Vitalx4,1.0,False,True,False,171,0.00022339192717423174,False,derived_only_not_independently_checkable,target,267426017
source,Effect,,0,,0.0,True,False,True,49,0.0006701757815226953,False,unverified_no_independent_evidence,source,47920067
target,Effect,4025127020799,2,Effectx2,1.0,False,True,False,49,0.0006701757815226953,False,derived_only_not_independently_checkable,target,47920067
source,Red Rain,,0,,0.0,True,True,True,31,0.0009075297041453164,False,confirmed_by_title_only,source,395838408
target,Red Rain,769553414459,1,Red Rainx1,1.0,False,True,False,31,0.0009075297041453164,False,derived_only_not_independently_checkable,target,395838408
source,God Morgon,,0,,0.0,True,False,True,257,0.0,False,unverified_no_independent_evidence,source,831292940
target,God Morgon,6415130050506,4,God Morgonx4,1.0,False,True,False,257,0.0,False,derived_only_not_independently_checkable,target,831292940
source,Super Drink,858176002058,5,Super Drinkx5,1.0,True,True,True,116,0.005570836183907404,False,confirmed_by_co_listings,source,18737688
target,NOS,769553414220,1,NOSx1,1.0,False,True,False,169,0.00216410929450037,False,derived_only_not_independently_checkable,target,18737688
source,S Pellegrino,,0,,0.0,True,True,True,78,0.000865643717800148,False,confirmed_by_title_only,source,464905493
target,Nutramino,5707577123082,1,Nutraminox1,1.0,False,True,False,57,0.0005445178224871899,False,derived_only_not_independently_checkable,target,464905493
source,Elisha,,0,,0.0,True,True,True,6,8.377197269033691e-05,False,confirmed_by_title_only,source,752351567
target,Marcel,3700749305035,2,Marcelx2,1.0,False,True,False,129,0.0011169596358711587,False,derived_only_not_independently_checkable,target,752351567
source,Olympos,,0,,0.0,True,False,True,114,0.0,False,unverified_no_independent_evidence,source,171981612
target,Prosain,3335880007823,3,Prosainx3,1.0,False,True,False,34,0.00013961995448389484,False,derived_only_not_independently_checkable,target,171981612
