gtin,canonical,mode_brand,mode_flavor,mode_type,salient_ngrams,dropped_redundant_ngrams,volume_set,pack_set,package_type_set,package_material_set,flavor_set,carbonation_set,sweetener_set,pulp_set,volume_confidence,pack_confidence,volume_consistency,pack_consistency,n_titles,description_evidence,breadcrumb_evidence
7310070006127,festis raspberry still watermelon material,Festis,raspberry,,['material'],"['festis_raspberry_watermelon_material', 'raspberry_watermelon_material_type', 'hydrating_flavour_watermelon_raspberry', 'claims_hydrating_flavour_watermelon', 'flavour_watermelon_raspberry_caffeine', 'still']",[500.0],[],[],[],"['raspberry', 'watermelon']",['still'],[],[],0.9,0.0,1.0,1.0,1,['festis is a popular swedish fruit drink with taste of Lemonade. it has no carbonic acid and feels like a very fresh thirst quencher! festis where sweden first stilldrink and is found in many exciting'],"['["""" drink"""","""" juice & still drink & mealtime drink"""","""" stilldrink""""]']"
7310070006349,apotekarnes ginger soda carbonated no_sugar orange free_water,Apotekarnes,ginger,soda,['free_water'],"['sugar_free_apotekarnes_water', 'free_apotekarnes_water_type', 'flavour_orange_orange_julmust', 'orange_orange_julmust_sugar', 'sugar_flavour_orange_orange', 'carbonated', 'no_sugar', 'sugar']",[500.0],[],[],['pet'],"['ginger', 'orange']",['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,2,['apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa'],"['["""" all supplies"""","""" drink"""",""""soda"""","""" small""""]', '["""" drink"""",""""soda"""","""" julmust""""]']"
7310070006356,apotekarnes ginger soda carbonated no_sugar orange free_volume_carbonization,Apotekarnes,ginger,soda,['free_volume_carbonization'],"['free_apotekarnes_volume_carbonization', 'apotekarnes_volume_carbonization_carbonated', 'ginger_type_sweetener_aspartame', 'fragrances_flavour_orange_health', '15_25_orange_julmust', 'carbonated', 'no_sugar', 'sugar']",[330.0],[],[],['pet'],"['ginger', 'orange']",['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,2,['apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa'],"['["""" all supplies"""","""" drink"""",""""soda"""","""" big""""]', '["""" drink"""",""""soda"""","""" julmust""""]']"
7310070006493,raml sa water carbonated no_sugar blackcurrants,Ramlösa,,water,['blackcurrants'],"['blackcurrants_frameless_carbonated_water', 'blackcurrants_frameless_carbonated', 'frameless_carbonated_water_pet', 'blackcurrants_frameless', 'carbonated', 'no_sugar', 'sugar']",[1500.0],[],[],['pet'],[],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,4,['frameless are sweden natural mineral water with traditions then 1707. natural mineral water is the prettiest the designation a water can get. the mineral water from frameless health well may its good'],"['["""" all supplies"""","""" drink"""","""" water"""","""" water big""""]', '["""" drink"""","""" mineral water"""","""" mineral water big""""]', '["""" drink"""","""" water"""","""" carbonated & flavored""""]', '["""" drink"""","""" water"""","""" water big""""]']"
7310070006516,raml sa water carbonated no_sugar source_mineral_calorie_hydrating blackcurrants,Ramlösa,,water,"['source_mineral_calorie_hydrating', 'blackcurrants']","['source_minerals_calories_hydrating', 'minerals_calories_hydrating', 'good_source_minerals_calories', 'source_minerals_calories', 'carbonated', 'no_sugar', 'sugar']",[500.0],[],[],['pet'],[],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,3,['frameless are sweden natural mineral water with traditions then 1707. natural mineral water is the prettiest the designation a water can get. the mineral water from frameless health well may its good'],"['["""" drink"""","""" mineral water"""","""" mineral water small""""]', '["""" drink"""","""" water"""","""" carbonated & flavored""""]', '["""" drink"""","""" water"""","""" water small""""]']"
7310070006578,raml sa grapefruit water carbonated no_sugar mango flavour,Ramlösa,grapefruit,water,['flavour'],"['flavour_grapefruit_mango', 'mango_grapefruit', 'grapefruit_mango', 'grapefruit', 'frameless_mango_grapefruit_volume', 'carbonated', 'no_sugar', 'sugar']",[500.0],[],[],[],"['grapefruit', 'mango']",['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,2,['frameless are sweden natural mineral water with traditions then 1707. natural mineral water is the prettiest the designation a water can get. the mineral water from frameless health well may its good'],"['["""" drink"""","""" mineral water"""","""" mineral water small""""]', '["""" drink"""","""" water"""","""" carbonated & flavored""""]']"
7310070006585,raml sa grapefruit water carbonated no_sugar mango hydrating_calorie,Ramlösa,grapefruit,water,['hydrating_calorie'],"['flavour_grapefruit_mango', 'mango_grapefruit', 'grapefruit_mango', 'grapefruit', 'hydrating_calories', 'carbonated', 'no_sugar', 'sugar']",[1500.0],[],[],['pet'],"['grapefruit', 'mango']",['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,4,['frameless are sweden natural mineral water with traditions then 1707. natural mineral water is the prettiest the designation a water can get. the mineral water from frameless health well may its good'],"['["""" all supplies"""","""" drink"""","""" water"""","""" water big""""]', '["""" drink"""","""" mineral water"""","""" mineral water big""""]', '["""" drink"""","""" water"""","""" carbonated & flavored""""]', '["""" drink"""","""" water"""","""" water big""""]']"
7310070006592,raml sa apple water carbonated green_flavored,Ramlösa,apple,water,['green_flavored'],"['green_apple_flavored_water', 'apple_flavored_water_pet', 'apple_type_carbonization_carbonated', 'apple_flavored_water', 'flavored_water_pet', 'carbonated']",[500.0],[],[],['pet'],['apple'],['carbonated'],[],[],0.9,0.0,1.0,1.0,3,['frameless are whole sweden natural mineral water with traditions then 1707. natural mineral water is the prettiest the designation a water can get. the mineral water from frameless health well may its'],"['["""" all supplies"""","""" drink"""","""" water"""","""" water small""""]', '["""" drink"""","""" water"""","""" carbonated & flavored""""]', '["""" drink"""","""" water"""","""" water small""""]']"
7310070006738,vichy water carbonated type_volume,Vichy,,water,['type_volume'],"['vichy_water_type_volume', 'vichy_water_type', 'water_type_volume_carbonization', 'vichy_water', 'type_volume_carbonization_carbonated', 'carbonated']",[330.0],[],[],[],[],['carbonated'],[],[],0.9,0.0,1.0,1.0,1,"['vichy water is a classic swedish brand. vichy water is a carbonated water with high content of salter, above all sodium carbonate and sodium chloride.\nstorage \nstored for a maximum of 25 hours °C\ncoun']","['["""" drink"""","""" water"""","""" carbonated & natural""""]']"
7310070006752,zingo orange carbonated sugar sweetener,Zingo,orange,,['sweetener'],"['zingo_orange_sweetener_sugar', 'zingo_orange_sweetener', 'orange_sweetener_sugar_type', 'sugar_type_volume_juice', 'natural_flavour_orange_caffeine', 'carbonated', 'sugar']",[330.0],[],[],[],['orange'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,1,['zingo orange is a carbonated soda with a fresh taste of orange. zingo is one swedish classic which is loved by children in all ages then it introduced in the 1950s. when zingo was launched was called'],"['["""" drink"""","""" lask"""","""" orange flavor""""]']"
7310070006769,festis strawberry still sugar wild_stilldrink_pet,Festis,strawberry,,['wild_stilldrink_pet'],"['strawberry_wild_stilldrink_pet', 'strawberry_wild_stilldrink', 'strawberry_wild', 'wild_stilldrink', 'still', 'sugar']",[500.0],[],[],['pet'],['strawberry'],['still'],['sugar'],[],0.9,0.0,1.0,1.0,3,['festis is a popular swedish fruit drink with taste of strawberries. it has no carbonic acid and feels like a very fresh thirst quencher! festis where sweden first stilldrink and is found in many excit'],"['["""" all supplies"""","""" drink"""","""" juice & still drink"""","""" stilldrink""""]', '["""" drink"""","""" juice & still drink & mealtime drink"""","""" stilldrink""""]', '["""" drink"""","""" juice & still drinks"""","""" still drinks""""]']"
7310070006776,zingo orange soda carbonated no_sugar zero,Zingo,orange,soda,['zero'],"['orange_zero_soda', 'orange_zero', 'orange_zero_soda_sweetener', 'zero_soda_sweetener_sucralose', 'carbonated_flavour_orange_orange', 'carbonated', 'no_sugar', 'sugar']",[330.0],[],['can'],[],['orange'],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,2,['zingo Zero orange is one sugar free carbonated soda with a fresh taste of orange. zingo is one swedish classic which is loved by both children and adults then it introduced in the 1950s. when zingo wa'],"['["""" all supplies"""","""" drink"""",""""soda"""",""""soda small""""]', '["""" drink"""",""""soda"""",""""soda small""""]']"
7310070007285,apotekarnes ginger carbonated no_sugar free_must_pet,Apotekarnes,ginger,,['free_must_pet'],"['must_sugar_free_must', 'sugar_free_must_pet', 'sugar_free_must', 'free_must', 'carbonated', 'no_sugar', 'sugar']",[500.0],[],[],['pet'],['ginger'],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,2,['apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa'],"['["""" all supplies"""","""" drink"""",""""soda"""",""""soda small""""]', '["""" drink"""",""""soda"""",""""soda small""""]']"
7310070007384,raml sa apple water carbonated green,Ramlösa,apple,water,['green'],"['apple_carbonated_water', 'green_apple_carbonated_water', 'apple_carbonated', 'green_apple_carbonated', 'green_apple', 'carbonated']",[1500.0],[],[],['pet'],['apple'],['carbonated'],[],[],0.9,0.0,1.0,1.0,3,['frameless are whole sweden natural mineral water with traditions then 1707. natural mineral water is the prettiest the designation a water can get. the mineral water from frameless health well may its'],"['["""" all supplies"""","""" drink"""","""" water"""","""" water big""""]', '["""" drink"""","""" water"""","""" carbonated & flavored""""]', '["""" drink"""","""" water"""","""" water big""""]']"
7310070007421,raml sa strawberry carbonated no_sugar mineral_natural_type_volume,Ramlösa,strawberry,,['mineral_natural_type_volume'],"['strawberry_frameless_naturally_derived', 'minerals_natural_type_volume', 'calories_hydrating_flavour_strawberry', 'hydrating_flavour_strawberry_caffeine', 'strawberry_frameless_naturally', 'carbonated', 'no_sugar', 'sugar']",[500.0],[],[],[],['strawberry'],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,1,"['frameless strawberry have a fresh and natural taste of strawberry. frameless strawberry is not just one good water, but does also good through his involvement in frameless water fund, in association w']","['["""" all supplies"""","""" drink"""","""" water"""","""" water small""""]']"
7310070008701,apotekarnes ginger carbonated sugar julmust_glass_volume_naturally soda_juice_content_immune,Apotekarnes,ginger,,"['julmust_glass_volume_naturally', 'soda_juice_content_immune']","['25_juice_content_julmust', 'juice_content_julmust_water', 'content_julmust_water_type', 'carbonated', 'sugar']",[330.0],[],['bottle'],['glass'],['ginger'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,2,"['apotekarnes julmust is one carbonated soft drink as is a real one bestseller. christmas must has a dark color, skimmar properly and has taste of hops and malt. Must belongs to the swedes available and', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]']"
7310070037404,zingo orange soda carbonated sugar juice,Zingo,orange,soda,['juice'],"['soda_orange_zingo_juice', 'orange_zingo_juice_content', 'zingo_juice_content_10', 'carbonization_carbonated_zingo_type', 'carbonated_zingo_type_juice', 'carbonated', 'sugar']",[500.0],[],[],[],['orange'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,2,"['classic orange soda from zingo.', 'information from supplier \nzingo orange is one carbonated soft drink with fresh taste of orange. a swedish classic as is loved of children in all ages then it introduced in the 1950s. zingo orange sho']","['["""" drink"""",""""soda"""","""" small soda""""]', '["""" drinks toggle menu"""",""""soda""""]']"
7310070059208,apotekarnes ginger soda carbonated sugar derived_natural_fragrances,Apotekarnes,ginger,soda,['derived_natural_fragrances_natural'],"['volume_water_type_soda', 'julmust_soda_pet', 'carbonization_gently_carbonated', 'gently_carbonated_volume_immune', 'carbonated', 'sugar']",[500.0],[],[],['pet'],['ginger'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,6,"['apotekarnes julmust is one carbonated soft drink as is a real one bestseller. christmas must has a dark color, skimmar properly and has taste of hops and malt. Must belongs to the swedes available and', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa', 'classic in bottle. apotekarnes frothy must tastes perfect all year round!']","['[""""\n"""","""" drink"""",""""soda"""","""" julmust""""]', '["""" all supplies"""","""" drink"""",""""soda"""",""""soda small""""]', '["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""",""""soda small""""]', '["""" newly arrived""""]']"
7310070151209,apotekarnes ginger soda carbonated sugar fragrances_volume_1400_carbonization,Apotekarnes,ginger,soda,['fragrances_volume_1400_carbonization'],"['content_sweetener_sugar_type', 'apotekarnes_material_type_glass', 'soda_pet_type_water', 'soda_sweetener_sugar_immune', 'carbonated', 'sugar']","[330.0, 1400.0]",[],[],['pet'],['ginger'],['carbonated'],['sugar'],[],0.912,0.0,0.75,1.0,5,"['apotekarnes classic julmust, here in a big bottle.', 'apotekarnes julmust is one carbonated soft drink as is a real one bestseller. christmas must has a dark color, skimmar properly and has taste of hops and malt. Must belongs to the swedes available and', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" beverages"""",""""soda"""",""""over 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""","""" julmust""""]', '["""" drink"""",""""soda"""",""""soda big""""]', '["""" drinks toggle menu"""",""""soda""""]']"
7310070151308,apotekarnes ginger soda carbonated no_sugar sweetener_aspartame_juice_content,Apotekarnes,ginger,soda,['sweetener_aspartame_juice_content'],"['julmust_sugar_free', 'julmust_sugar', 'sweetener_aspartame_juice', 'aspartame_juice_content', 'carbonated', 'no_sugar', 'sugar']","[1000.0, 1400.0]",[],[],['pet'],['ginger'],['carbonated'],['no_sugar'],[],0.9,0.0,0.667,1.0,4,['apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa'],"['["""" act"""","""" drink"""","""" water - soda"""","""" large soda""""]', '["""" all supplies"""","""" drink"""",""""soda"""",""""soda big""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""",""""soda big""""]']"
7310070154101,apotekarnes ginger soda carbonated sugar type_volume_1400 easter_must,Apotekarnes,ginger,soda,"['type_volume_1400', 'easter_must']","['easter_must_soda_pet', 'easter_must_soda', 'must_soda_pet', 'carbonated', 'sugar']",[1400.0],[],[],['pet'],['ginger'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,3,"['apotekarnes easter must is one carbonated soft drink who has a dark color, skimmar proper and has taste of hops and malt. Must belongs to the swedes available and today can you hardly imagine a swedis', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" all supplies"""","""" drink"""",""""soda"""",""""soda big""""]', '["""" drink"""","""" Cider, must & drink mixer"""","""" Must"""",""""easter must""""]', '["""" drink"""",""""soda"""",""""soda big""""]']"
7310070154705,apotekarnes ginger soda carbonated no_sugar easter_must,Apotekarnes,ginger,soda,['easter_must'],"['easter_must_sugar_free', 'easter_must_sugar', 'must_sugar_free', 'must_sugar', 'carbonated', 'no_sugar', 'sugar']",[1400.0],[],[],['pet'],['ginger'],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,4,"['apotekarnes easter must is one carbonated soft drink who has a dark color, skimmar proper and has taste of hops and malt. Must belongs to the swedes available and today can you hardly imagine a swedis', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" all supplies"""","""" drink"""",""""soda"""",""""soda big""""]', '["""" beverages"""",""""soda"""",""""over 50cl""""]', '["""" drink"""","""" Cider, must & drink mixer"""","""" Must"""",""""easter must""""]', '["""" drink"""",""""soda"""",""""soda big""""]']"
7310070378507,zingo orange soda carbonated sugar pet,Zingo,orange,soda,['pet'],"['orange_soda_pet', 'orange_soda_pet_carbonization', '10_flavour_orange_type', '15_25_zingo_orange', '25_zingo_orange_naturally', 'carbonated', 'sugar']",[1500.0],[],[],['pet'],['orange'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,4,"['zingo orange is a carbonated soda with a fresh taste of orange. zingo is one swedish classic which is loved by children in all ages then it introduced in the 1950s. when zingo was launched was called', 'zingo orange is one carbonated soft drink with fresh taste of orange. a swedish classic as is loved of children in all ages then it introduced in the 1950s. zingo orange should served well chilled. fi']","['["""" all supplies"""","""" drink"""",""""soda"""",""""soda big""""]', '["""" beverages"""",""""soda"""",""""over 50cl""""]', '["""" drink"""","""" lask"""","""" orange flavor""""]', '["""" drink"""",""""soda"""",""""soda big""""]']"
7310070733856,apotekarnes ginger soda carbonated no_sugar julmust_free,Apotekarnes,ginger,soda,['julmust_free'],"['julmust_sugar_free', 'julmust_sugar', 'soda_carbonization_carbonated_gently', 'type_soda_carbonization_carbonated', 'carbonization_carbonated_gently_carbonated', 'carbonated', 'no_sugar', 'sugar']",[500.0],[],[],['pet'],['ginger'],['carbonated'],['no_sugar'],[],0.9,0.0,1.0,1.0,4,"['apotekarnes julmust sugar free tastes just as good as classic apotekarnes julmust. it is sweetened with aspartame, men have the same dark color, plump foam and sweet hop- and malt taste as usual julmu', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" all supplies"""","""" drink"""",""""soda"""",""""soda small""""]', '["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""",""""soda small""""]']"
7310070765802,apotekarnes carbonated sugar julmust_material_type_metal 25_volume_carbonization_gently,Apotekarnes,,,"['julmust_material_type_metal', '25_volume_carbonization_gently']","['julmust_material_type', 'julmust_material', 'metal_juice_content_sweetener', 'carbonated', 'sugar']",[330.0],[],['can'],[],[],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,6,"['apotekarnes julmust is one carbonated soft drink as is a real one bestseller. christmas must has a dark color, skimmar properly and has taste of hops and malt. Must belongs to the swedes available and', 'classic apotekarnes julmust in a jar.']","['["""" act"""","""" drink"""","""" water - soda"""","""" small soda""""]', '["""" all supplies"""","""" drink"""",""""soda"""","""" small""""]', '["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""",""""soda"""","""" small""""]', '["""" drinks toggle menu"""",""""soda""""]']"
7310070766083,raml sa citrus water carbonated flavour_natural_acids,Ramlösa,citrus,water,['flavour_natural_acids_natural'],"['citrus', 'flavours_natural_acids_natural', 'natural_flavours_natural_acids', 'flavours_natural_acids', 'flavour_citrus_naturally_derived', 'carbonated']",[330.0],[],['can'],[],['citrus'],['carbonated'],[],[],0.9,0.0,1.0,1.0,4,"['frameless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. frameless Citrus is flavored with lemon and lime has a refreshing taste. fra', 'information from supplier \nframeless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. frameless Citrus is flavored with lemon and lime']","['["""" all supplies"""","""" drink"""","""" water"""","""" small""""]', '["""" beverages"""","""" water"""","""" carbonated flavored""""]', '["""" drink"""","""" water"""","""" small water"""","""" flavored water""""]', '["""" drink""""]']"
7310070766113,zingo orange carbonated sugar volume,Zingo,orange,,['volume'],"['zingo_orange_volume', 'orange_volume_carbonization_carbonated', 'orange_volume_carbonization', 'zingo_orange', 'flavour_orange_naturally_derived', 'carbonated', 'sugar']",[330.0],[],['can'],[],['orange'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,4,"['zingo orange is one carbonated soft drink with fresh taste of orange. a swedish classic as is loved of children in all ages then it introduced in the 1950s. zingo orange should served well chilled.', 'zingo orange is one carbonated soft drink with fresh taste of orange. a swedish classic as is loved of children in all ages then it introduced in the 1950s. zingo orange should served well chilled. fi']","['["""" all supplies"""","""" drink"""",""""soda"""","""" small""""]', '["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""",""""soda"""","""" small""""]', '["""" drinks toggle menu"""",""""soda""""]']"
7310070766120,raml sa pomegranate water carbonated type,Ramlösa,pomegranate,water,['type'],"['pomegranate', 'type_pomegranate', 'flavour_pomegranate', 'pomegranate_juice_content_volume', 'pomegranate_carbonated_water', 'carbonated']",[330.0],[],['can'],[],['pomegranate'],['carbonated'],[],[],0.9,0.0,1.0,1.0,5,"['carbonated mineral water with taste of pomegranate.', 'frameless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. frameless pomegranate has a fruity and exciting character. frameless is not', 'information from supplier \nframeless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. frameless pomegranate has a fruity and exciting c']","['["""" all supplies"""","""" drink"""","""" water"""","""" small""""]', '["""" beverages"""","""" water"""","""" carbonated flavored""""]', '["""" drink"""","""" water"""","""" small water"""","""" flavored water""""]', '["""" drink""""]', '["""" drinks toggle menu"""","""" water""""]']"
7310070766144,raml sa water carbonated frameless_original,Ramlösa,,water,['frameless_original'],"['frameless_original_carbonated_water', 'frameless_original_carbonated', 'original_carbonated_water', 'original', 'carbonated']",[330.0],[],['can'],[],[],['carbonated'],[],[],0.9,0.0,1.0,1.0,6,"['carbonated water from frameless here in original.', 'frameless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. now exists the popular the water in many good tastes. frameless is not just', 'information from supplier \nframeless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. now exists the popular the water in many good tas']","['["""" act"""","""" drink"""","""" water"""","""" carbonated natural""""]', '["""" all supplies"""","""" drink"""","""" water"""","""" small""""]', '["""" beverages"""","""" water"""","""" carbonated natural""""]', '["""" drink"""","""" water"""","""" small water"""","""" naturally water""""]', '["""" drink""""]', '["""" drinks toggle menu"""","""" water""""]']"
7310070799005,zingo tropical carbonated sugar natural_fragrances_flavour material_type_glass_immune,Zingo,tropical,,"['natural_fragrances_natural_flavour', 'material_type_glass_immune']","['zingo_tropical', 'natural_fragrances_natural_flavours', 'type_glass_immune_support', 'fragrances_natural_flavours', 'carbonated', 'sugar']",[1500.0],[],[],['pet'],['tropical'],['carbonated'],['sugar'],[],0.9,0.0,1.0,1.0,3,"['zingo Tropical is a carbonated soda with a fresh taste of orange, passion fruit and peach. zingo is one swedish classic which is loved by children in all ages then it introduced in the 1950s. when zin', 'zingo Tropical is one carbonated soft drink with fresh taste of orange, passion fruit and peach. the brand zingo is swedish and the drink is loved by children in all ages then it introduced in the 195']","['["""" beverages"""",""""soda"""",""""over 50cl""""]', '["""" drink"""",""""soda"""","""" big""""]', '["""" drink"""",""""soda"""",""""soda big""""]']"
7310072000017,apotekarnes ginger soda carbonated sugar material_type_flexible_naturally,Apotekarnes,ginger,soda,['material_type_flexible_naturally'],"['sugar_juice_content_julmust', 'type_flexible_naturally_derived', 'flexible_naturally_derived_natural', 'type_bag', 'carbonated', 'sugar']",[330.0],[12],[],['pet'],['ginger'],['carbonated'],['sugar'],[],0.9,0.875,1.0,1.0,7,"['apotekarnes julmust is one carbonated soft drink as is a real one bestseller. christmas must has a dark color, skimmar properly and has taste of hops and malt. Must belongs to the swedes available and', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" act"""","""" drink"""","""" water - soda"""",""""on Back""""]', '["""" all supplies"""","""" drink"""",""""soda"""",""""soda small""""]', '["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""","""" julmust""""]', '["""" drink"""",""""soda"""",""""soda small""""]']"
7310072000116,apotekarnes ginger soda carbonated no_sugar aspartame_juice_content_health,Apotekarnes,ginger,soda,['aspartame_juice_content_health'],"['julmust_sugar_free', 'type_soda_type_bag', 'julmust_sugar', 'soda_type_bag', 'carbonated', 'no_sugar', 'sugar']",[1400.0],[4],[],['pet'],['ginger'],['carbonated'],['no_sugar'],[],0.912,0.875,1.0,1.0,5,"['apotekarnes julmust sugar free tastes just as good as classic apotekarnes julmust. it is sweetened with aspartame, men have the same dark color, plump foam and sweet hop- and malt taste as usual julmu', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" all supplies"""","""" drink"""",""""soda"""",""""soda big""""]', '["""" beverages"""",""""soda"""",""""over 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""","""" julmust""""]', '["""" drink"""",""""soda"""",""""soda big""""]']"
7310072000123,apotekarnes ginger soda carbonated no_sugar light,Apotekarnes,ginger,soda,['light'],"['juice_content_julmust_sugar', 'content_julmust_sugar_free', 'julmust_sugar_free', 'content_julmust_sugar', 'julmust_sugar', 'carbonated', 'no_sugar']",[330.0],[12],[],['pet'],['ginger'],['carbonated'],['no_sugar'],[],0.9,0.875,1.0,1.0,7,"['Must was launched 1910 as an alternative to beer. christmas must is cute and has one full-bodied taste from julens spices and hops and malt. it is dark and skimmar proper. apotekarnes sugar free julmu', 'apotekarnes julmust sugar free tastes just as good as classic apotekarnes julmust. it is sweetened with aspartame, men have the same dark color, plump foam and sweet hop- and malt taste as usual julmu', 'apotekarnes was formed then stockholms pharmacist went saman i apotekarnes mineral water AB the 2 may 1874. from the start was carried 37 various water species as was sold on pharmacy and i special wa']","['["""" act"""","""" drink"""","""" water - soda"""","""" Light soda""""]', '["""" all supplies"""","""" drink"""",""""soda"""",""""soda small""""]', '["""" beverages"""",""""soda"""","""" up to 50cl""""]', '["""" drink"""","""" lask"""","""" colasmak""""]', '["""" drink"""",""""soda"""","""" julmust""""]', '["""" drink"""",""""soda"""",""""soda small""""]']"
7310072000239,raml sa citrus water carbonated flavour_natural_acids,Ramlösa,citrus,water,['flavour_natural_natural_acids'],"['citrus_carbonated_water', 'citrus_carbonated', 'citrus_carbonated_water_pet', 'flavours_natural_natural_acids', 'citrus', 'carbonated']",[1500.0],[],[],['pet'],['citrus'],['carbonated'],[],[],0.9,0.0,1.0,1.0,3,['frameless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. frameless Citrus is flavored with lemon and lime has a refreshing taste. fra'],"['["""" all supplies"""","""" drink"""","""" water"""","""" big""""]', '["""" beverages"""","""" water"""","""" carbonated flavored""""]', '["""" drink""""]']"
7310072000246,raml sa water carbonated volume_original,Ramlösa,,water,['volume_original'],"['original_carbonated_water', 'volume_original_carbonated_water', 'volume_original_carbonated', 'original_carbonated', 'carbonated']",[1500.0],[],[],['pet'],[],['carbonated'],[],[],0.9,0.0,1.0,1.0,3,['frameless are one natural mineral water as njutits then 1707 and tappas immediately at the source in frameless health well. now exists the popular the water in many good tastes. frameless is not just'],"['["""" all supplies"""","""" drink"""","""" water"""","""" big""""]', '["""" beverages"""","""" water"""","""" carbonated natural""""]', '["""" drink"""","""" water"""","""" big""""]']"
7310072000260,festis orange still sugar fruit organic,Festis,orange,,['organic'],"['orange_organic', 'made_orange_naturally_derived', 'made_orange_naturally', 'orange', 'orange_organic_carbonization_still', 'still', 'sugar']",[200.0],[3],[],[],"['fruit', 'orange']",['still'],['sugar'],[],0.9,0.85,1.0,1.0,3,['ICA has the ambition that always give you the right information. minor changes in the content of the products can take place over time and we therefore asks you to always check before use the informat'],"['["""" all supplies"""","""" drink"""","""" juice & still drink"""","""" stilldrink""""]', '["""" drink"""","""" juice & still drinks"""","""" still drinks""""]', '["""" drink"""","""" stilldrink"""","""" stilldrink""""]']"
